pltID,mukey,muname
2_51_11_34,118290,"Tatum-Manteo complex, 7 to 15 percent slopes"
2_51_11_41,118474,"Cullen clay loam, 2 to 7 percent slopes"
2_51_141_22,1474181,"Fairview sandy clay loam, 8 to 15 percent slopes, moderately eroded"
2_51_143_54,120011,"Elsinboro sandy loam, 2 to 7 percent slopes"
2_51_143_94,119965,"Nathalie sandy loam, 2 to 7 percent slopes"
2_51_19_133,135924,"Edneytown loam, 25 to 60 percent slopes, extremely stony"
2_51_19_36,135924,"Edneytown loam, 25 to 60 percent slopes, extremely stony"
2_51_37_50,118749,"Louisburg sandy loam, 4 to 10 percent slopes"
2_51_49_31,1587419,"Helena sandy loam, 2 to 7 percent slopes"
2_51_67_16,582008,"Littlejoe-Strawfield-Penhook complex, 8 to 15 percent slopes"
2_51_67_26,581951,"Clifford-Hickoryknob complex, 25 to 45 percent slopes"
2_51_67_29,582032,"Myersville-Walnut complex, 45 to 95 percent slopes, very stony, rocky"
2_51_67_70,581951,"Clifford-Hickoryknob complex, 25 to 45 percent slopes"
2_51_67_81,581934,"Bluemount-Redbrush-Spriggs complex, 15 to 25 percent slopes, stony"
2_51_67_89,581949,"Clifford fine sandy loam, 15 to 25 percent slopes"
2_51_89_21,122390,"Clifford sandy loam, 25 to 45 percent slopes"
3_51_107_15,642147,"Weverton very flaggy silt loam, 25 to 45 percent slopes"
3_51_113_52,516934,"Brandywine stony loam, very deep, 25 to 50 percent slopes"
3_51_125_51,136948,"Hayesville loam, 7 to 15 percent slopes"
3_51_125_64,136963,"Hayesville loam, 15 to 25 percent slopes, very stony"
3_51_125_71,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_137_1,119833,"Fauquier silt loam, 2 to 7 percent slopes, moderately eroded"
3_51_157_16,517392,"Hatboro-Codorus complex, 0 to 3 percent slopes, frequently flooded"
3_51_157_18,517426,"Eubanks-Chester complex, gently sloping phases"
3_51_157_23,517395,Belvoir loam
3_51_157_8,517409,"Brandywine stony loam, steep phase"
3_51_3_101,516424,"Belvoir loam, 2 to 7 percent slopes"
3_51_3_43,516467,"Dan River-Codorus complex, 0 to 2 percent slopes, occasionally flooded"
3_51_3_83,516399,"Ashe loam, 15 to 25 percent slopes"
3_51_3_97,516305,"Chester loam, 2 to 7 percent slopes"
3_51_61_5,1895343,"Elioak loam, 2 to 7 percent slopes"
3_51_65_15,121825,"Nason silt loam, undulating phase"
3_51_79_8,516890,"Elioak clay loam, 7 to 15 percent slopes, severely eroded"
3_51_9_25,136763,"Suches loam, 0 to 3 percent slopes, frequently flooded"
3_51_9_28,136719,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
4_51_15_123,517525,"Cataska channery silt loam, 15 to 45 percent slopes"
4_51_15_2,517639,Craigsville cobbly sandy loam
4_51_163_79,2514795,"Frederick-Watahala complex, 15 to 25 percent slopes"
4_51_163_81,2514844,"Rock outcrop-Opequon complex, 55 to 100 percent slopes"
4_51_163_82,2514887,"Weikert-Berks-Rough complex, 35 to 70 percent slopes"
4_51_23_13,519149,"Chilhowie silty clay loam, 15 to 30 percent slopes, rocky"
4_51_23_28,2421041,"Thunder very cobbly loam, 15 to 35 percent slopes, bouldery"
4_51_23_48,519033,"Chilhowie channery silty clay loam, 30 to 60 percent slopes, rocky"
4_51_23_70,519039,"Dekalb channery fine sandy loam, 30 to 60 percent slopes, very stony"
5_51_121_57,517115,"Berks-Lowell-Rayne complex, 15 to 25 percent slopes"
5_51_167_30,1671874,"Carbo-Frederick-Urban land complex, 0 to 15 percent slopes, eroded"
5_51_195_39,2507479,"Calvin-Rough complex, 35 to 80 percent slopes, very rocky"
5_51_71_26,516683,"Lily-Bailegap complex, very stony, 15 to 35 percent slopes"
5_51_77_18,1670586,"Peaks very gravelly loam, 55 to 80 percent slopes, extremely stony"
3_48_181_9,366718,Whitewright-Gullied land complex
3_48_331_70,370673,"Frio silty clay, 0 to 1 percent slopes, occasionally flooded"
3_48_41_2,363178,"Boonville fine sandy loam, 1 to 3 percent slopes"
3_48_51_19,363464,"Robco-Tanglewood complex, 1 to 5 percent slopes"
4_48_321_163,370509,"Laewest clay, 0 to 1 percent slopes"
4_48_39_71,363082,"Bernard-Edna complex, 0 to 1 percent slopes"
5_48_265_57,2991933,"Eckrant-Harper complex, 3 to 16 percent slopes"
1_10_1_128,2955458,"Woodstown sandy loam, 0 to 2 percent slopes, Mid-Atlantic Coastal Plain"
2_24_21_1477,534939,"Catoctin-Highfield complex, 15 to 25 percent slopes, very rocky"
2_24_33_370,1884943,Water
5_24_1_1526,2401112,"Dekalb-Rock outcrop complex, 8 to 15 percent slopes, rubbly"
5_29_99_20090,2532872,"Menfro silt loam, 9 to 14 percent slopes, eroded"
1_34_37_967,3045087,"Nassau-Manlius very channery silt loams, 8 to 15 percent slopes, rocky"
1_34_5_49,697861,"Sassafras fine sandy loam, clayey substratum, 2 to 5 percent slopes"
8_36_111_2578,295525,Quarry
8_36_59_5462,2777630,"Barren sand, 0 to 3 percent slopes"
1_39_131_992,537723,"Shelocta-Brownsville association, steep"
1_39_141_800,170843,"Cana silt loam, 6 to 12 percent slopes, eroded"
1_39_87_319,536195,"Vandalia silty clay loam, 15 to 25 percent slopes, severely eroded"
1_39_87_322,536184,"Steinsburg-Shelocta association, very steep"
2_39_127_37,537544,"Guernsey-Westmoreland silt loams, 25 to 40 percent slopes"
2_39_167_14071,536561,"Vandalia silty clay loam, 25 to 35 percent slopes"
2_39_167_770,536497,"Gilpin-Summitville-Upshur complex, 25 to 35 percent slopes, benched"
3_39_119_2488,537951,"Wellston silt loam, 8 to 15 percent slopes"
3_39_119_647,537955,"Westmoreland silt loam, 15 to 25 percent slopes"
3_39_13_410,537131,"Westmoreland silt loam, 8 to 15 percent slopes"
3_39_13_674,537123,Udorthents-Urban land complex
3_39_157_715,536299,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes"
3_39_19_108,538005,"Rigley sandy loam, 15 to 25 percent slopes"
3_39_31_672,536617,"Coshocton silt loam, 6 to 15 percent slopes, eroded"
5_39_61_57,169379,"Cincinnati silt loam, 3 to 8 percent slopes, eroded"
6_39_21_659,1413828,Water
0_42_55_2885,545199,"Sideling gravelly loam, 8 to 25 percent slopes, extremely stony"
0_42_55_3151,545136,"Hagerstown-Carbo silty clay loams, 8 to 15 percent slopes, very rocky"
0_42_55_5091,545093,"Clarksburg silt loam, 0 to 3 percent slopes"
0_42_61_2504,542039,Rubble land
0_42_87_6149,545487,"Hazleton-Dekalb association, steep"
5_42_129_3083,544662,"Gilpin-Rock outcrop complex, 45 to 100 percent slopes"
7_42_51_2765,1591158,"Leck Kill channery silt loam, 25 to 60 percent slopes, extremely stony"
9_42_71_2758,542776,"Manor silt loam, 8 to 15 percent slopes"
2_54_27_1489,555879,"Buchanan channery loam, 3 to 8 percent slopes"
2_54_77_312,1867621,"Gilpin channery silt loam, 35 to 65 percent slopes, extremely stony"
2_54_7_2060,513061,"Gilpin-Upshur silt loams, 35 to 70 percent slopes, extremely bouldery"
3_54_109_250,513493,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
3_54_15_92,516104,"Pineville-Gilpin-Laidig association, very steep, extremely stony"
3_54_19_1721,2453281,"Kaymine very channery loam, very steep, very stony"
3_54_45_284,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_1367,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_81_1897,2513089,"Berks-Highsplint-Sharondale complex, 35 to 80 percent slopes, very stony"
4_54_103_1018,513710,"Gilpin-Peabody complex, 35 to 70 percent slopes"
4_54_103_910,513708,"Gilpin-Peabody complex, 15 to 25 percent slopes"
4_54_13_1847,515198,"Upshur-Gilpin silt loams, 15 to 25 percent slopes, severely eroded"
4_54_17_1309,561732,"Gilpin-Peabody silt loams, 35 to 70 percent slopes, very stony"
4_54_17_1442,561732,"Gilpin-Peabody silt loams, 35 to 70 percent slopes, very stony"
4_54_29_2007,1713184,"Gilpin silt loam, 15 to 25 percent slopes"
4_54_61_1883,514377,"Gilpin silt loam, 15 to 25 percent slopes"
1_1_129_70,2642141,"Una clay, ponded"
1_1_3_47,328215,"Tifton very fine sandy loam, 0 to 2 percent slopes"
1_1_53_87,329343,Lenoir fine sandy loam
1_1_97_101,2995064,"Wadley-Heidel complex, 15 to 25 percent slopes"
1_1_97_124,2995061,"Johnston, Bibb and Pamlico soils, 0 to 1 percent slopes, frequently flooded"
1_1_97_157,2994993,"Nugent and Jena soils, 0 to 3 percent slopes, frequently flooded"
2_1_119_49,331473,"Demopolis-Kipling complex, 3 to 20 percent slopes, moderately eroded"
2_1_119_75,331489,"Savannah-Urban land complex, 1 to 5 percent slopes"
2_1_23_90,328577,"Izagora fine sandy loam, 0 to 2 percent slopes, rarely flooded"
2_1_23_93,328563,"Arundel-Cantuche complex, 25 to 60 percent slopes, stony"
2_1_35_67,328717,"Bibb sandy loam, 0 to 1 percent slopes, frequently flooded"
2_1_35_7,328727,"Greenville sandy loam, 1 to 5 percent slopes"
3_1_101_32,330954,"Mantachie, Kinston and Iuka soils, 0 to 1 percent slopes, frequently flooded"
3_1_101_7,331010,Wehadkee silt loam
3_1_113_49,331342,"Troup-Springhill-Luverne complex, 10 to 30 percent slopes"
3_1_31_16,328674,"Troup-Lucy association, hilly"
3_1_41_28,762733,"Nankin-Springhill-Lucy complex, 15 to 35 percent slopes"
3_1_45_31,329016,"Red Bay fine sandy loam, very gently sloping"
3_1_61_23,329623,"Dothan sandy loam, 2 to 5 percent slopes"
3_1_67_52,329800,"Muckalee sandy loam, 0 to 1 percent slopes, frequently flooded"
3_1_69_13,640478,Pits
4_1_107_82,331287,"Kinston-Mantachie complex, 0 to 1 percent slopes, frequently flooded"
4_1_125_63,331527,"Smithdale fine sandy loam, 6 to 15 percent slopes"
4_1_63_61,329670,Leaf silt loam
4_1_65_52,329775,"Una silty clay loam, ponded"
4_1_65_75,329736,"Colwell loam, 0 to 2 percent slopes"
5_1_127_79,331544,"Brilliant and Palmerdale extremely channery loams, 6 to 60 percent slopes"
6_1_71_10,522950,"Rough stony land, Muskingum soil material"
6_1_71_69,522950,"Rough stony land, Muskingum soil material"
6_1_83_37,522724,Baxter cherty silt loam eroded hilly phase
6_1_89_6,523112,"Dickson cherty silt loam, undulating"
3_5_19_17,3179405,"Savannah fine sandy loam, 1 to 3 percent slopes"
3_5_27_9,565352,"Harleston very fine sandy loam, 1 to 3 percent slopes"
3_5_3_4,565059,"Grenada silt loam, 1 to 3 percent slopes"
4_5_51_22,565625,"Yanush-Avant complex, 40 to 60 percent slopes"
5_5_143_26,566558,"Apison loam, 3 to 8 percent slopes, eroded"
5_5_15_1,565235,"Arkana-Moko complex, 8 to 20 percent slopes, very rocky"
5_5_65_18,2856267,"Noark very gravelly silt loam, 8 to 20 percent slopes"
5_5_87_2,565914,"Enders-Leesburg complex, 8 to 20 percent slopes"
1_12_35_51,1529445,"Pomona fine sand, 0 to 2 percent slopes"
1_12_83_133,640583,Everglades muck
1_12_89_53,132906,"Arents, nearly level"
1_12_89_62,132925,Meggett loamy fine sand
2_12_113_91,823768,"Lakeland sand, 0 to 5 percent slopes"
2_12_63_93,1424936,Grady fine sand loam
2_12_73_68,1454436,"Meggett soils, frequently flooded"
2_12_91_99,1444698,"Lucy loamy sand, 0 to 5 percent slopes"
3_12_27_60,1386930,"Smyrna fine sand, 0 to 2 percent slopes"
1_13_161_25,125137,Johnston and Rains soils
1_13_165_25,324793,"Carnegie loamy sand, 2 to 5 percent slopes, eroded"
1_13_167_67,325957,"Herod and Muckalee sandy loams, frequently flooded"
1_13_175_39,325982,"Troup sand, 0 to 6 percent slopes"
1_13_175_62,325947,"Dothan loamy sand, 2 to 5 percent slopes"
1_13_209_6,326058,"Lakeland and Troup soils, 0 to 8 percent slopes"
1_13_29_35,125376,Ellabelle loamy sand
1_13_305_59,125087,"Lakeland (foxworth) sand, 0 to 5 percent slopes"
1_13_31_8,324561,"Tifton loamy sand, 2 to 5 percent slopes"
1_13_51_14,125385,"Leon fine sand, 0 to 2 percent slopes"
1_13_51_60,125376,Ellabelle loamy sand
1_13_91_41,325404,"Tawcaw-Chastain association, frequently flooded"
2_13_155_27,325188,"Carnegie sandy loam, 5 to 8 percent slopes, moderately eroded"
2_13_19_59,125350,Johnston-Osier-Bibb association
2_13_277_7,324953,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_71_28,325573,"Tifton loamy sand, 2 to 5 percent slopes"
2_13_71_44,325544,"Alapaha loamy sand, 0 to 2 percent slopes, occasionally flooded"
2_13_7_29,325166,"Orangeburg loamy sand, 2 to 5 percent slopes"
2_13_81_15,325619,"Tifton-Urban land complex, 2 to 5 percent slopes"
3_13_153_48,325880,"Alluvial land, wet"
3_13_159_40,126954,"Lloyd loam, 6 to 10 percent slopes"
3_13_177_14,325993,Grady soils
3_13_181_13,127102,"Mecklenburg sandy clay loam, 10 to 25 percent slopes, eroded"
3_13_193_26,325758,"Kinston and Bibb soils, 0 to 2 percent slopes, frequently flooded"
3_13_197_36,126203,"Orangeburg loamy sand, 5 to 8 percent slopes"
3_13_211_31,142600,"Lloyd clay loam, 2 to 6 percent slopes, severely eroded"
3_13_235_15,326207,"Faceville sandy loam, 2 to 5 percent slopes"
3_13_235_23,326222,"Orangeburg loamy sand, 2 to 5 percent slopes"
3_13_259_44,2425347,"Greenville sandy clay loam, 0 to 2 percent slopes"
3_13_269_12,126561,"Pacolet sandy clay loam, 10 to 15 percent slopes, moderately eroded"
3_13_289_41,325013,Chewacla silt loam
3_13_317_15,127080,"Georgeville clay loam, 6 to 10 percent slopes, eroded"
3_13_317_6,127081,"Georgeville clay loam, 10 to 25 percent slopes, eroded"
4_13_119_27,125711,"Cecil sandy clay loam, 6 to 10 percent slopes, eroded"
4_13_219_3,125472,"Cecil sandy loam, 2 to 6 percent slopes, moderately eroded"
4_13_45_36,125448,"Madison gravelly clay loam, 6 to 10 percent slopes, severely eroded"
5_13_57_41,531328,"Dekalb stony fine sandy loam, 25 to 60 percent slopes"
1_21_119_37,550725,"Cloverlick-Kimper-Highsplint complex, 30 to 65 percent slopes, very stony"
1_21_195_83,550036,"Hayter-Potomac-Stokly complex, 2 to 15 percent slopes"
1_21_71_18,550879,"Cloverlick-Shelocta-Kimper complex, 20 to 80 percent slopes, very stony"
1_21_95_15,552122,"Highsplint-Cloverlick-Guyandotte complex, 35 to 75 percent slopes, very stony"
1_21_95_3,552128,"Shelbiana loam, occasionally flooded"
1_21_95_30,552132,"Shelocta-Highsplint-Gilpin complex, 20 to 70 percent slopes, very stony"
1_21_95_33,552122,"Highsplint-Cloverlick-Guyandotte complex, 35 to 75 percent slopes, very stony"
5_21_1_3,1592488,"Weikert-Culleoka complex, 12 to 20 percent slopes"
6_21_227_21,553869,"Nolin silt loam, frequently flooded"
7_21_39_9,570533,"Loring-Memphis-Saffell complex, 12 to 30 percent slopes, severely eroded"
1_22_123_11,570369,Calhoun silt loam
1_22_35_29,569497,"Newellton-Goldman complex, 1 to 5 percent slopes"
1_22_67_13,569802,"Hebert silt loam, 0 to 1 percent slopes"
1_22_67_20,569822,"Rilla-Hebert silt loams complex, 0 to 3 percent slopes"
2_22_101_89,740598,"Hydraquents, Carville, and Glenwild soils, undulating, flooded"
2_22_109_1,393665,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_109_89,393667,"Fausse clay, 0 to 1 percent slopes, frequently flooded"
2_22_121_10,3260452,"Sharkey clay, 0 to 1 percent slopes, rarely flooded, deltaic plain"
2_22_23_41,1723526,"Midland silty clay loam, 0 to 1 percent slopes, rarely flooded"
2_22_45_40,824186,Galvez silt loam
2_22_47_1,3260445,"Sharkey clay, 0 to 1 percent slopes, rarely flooded, deltaic plain"
2_22_47_29,3260445,"Sharkey clay, 0 to 1 percent slopes, rarely flooded, deltaic plain"
2_22_47_33,3260446,"Sharkey clay, 0 to 1 percent slopes, frequently flooded, deltaic plain"
2_22_47_37,808498,Sharkey and Fausse soils
2_22_97_1,823524,Dundee silt loam
2_22_97_33,823536,Iberia clay
2_22_97_4,823521,"Coteau silt loam, 0 to 1 percent slopes"
2_22_97_49,823567,"Jeanerette silt loam, 0 to 1 percent slopes"
2_22_99_19,824142,"Convent silt loam, 0 to 1 percent slopes, frequently flooded"
2_22_99_21,1451686,"Dowling soils, 0 to 1 percent slopes, frequently flooded"
3_22_11_123,1725717,"Malbis fine sandy loam, 5 to 8 percent slopes"
3_22_11_32,1725716,"Malbis fine sandy loam, 3 to 5 percent slopes"
3_22_11_41,1725690,"Blevins very fine sandy loam, 3 to 5 percent slopes"
3_22_19_10,1413674,"Brimstone silt loam, 0 to 1 percent slopes, rarely flooded"
3_22_39_13,1017146,"Patoutville-Crowley complex, 0 to 1 percent slopes"
3_22_39_16,1017153,"Kinder-Vidrine complex, 0 to 1 percent slopes"
3_22_39_28,1017122,"Crowley-Vidrine complex, 0 to 1 percent slopes"
3_22_3_16,1586109,"Guyton-Messer complex, 0 to 1 percent slopes, rarely flooded"
3_22_3_4,1586107,"Guyton silt loam, 0 to 1 percent slopes, occasionally flooded"
3_22_3_43,1586105,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_3_44,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_3_45,1586095,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_3_53,1586100,"Cahaba-Bienville-Guyton complex, gently undulating"
3_22_3_8,1586097,"Caddo-Messer complex, 0 to 1 percent slopes"
3_22_53_13,1414675,"Guyton silt loam, 0 to 1 percent slopes, occasionally flooded"
3_22_53_15,1414662,"Acadia silt loam, 1 to 3 percent slopes"
3_22_69_83,1903105,"Gore silt loam, 1 to 5 percent slopes"
3_22_79_51,569961,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_85_8,1903050,"Sacul fine sandy loam, 12 to 30 percent slopes"
4_22_103_68,326990,"Arkabutla and Rosebloom soils, frequently flooded"
4_22_117_18,1724145,"Ouachita, Bibb, and Jena soils, frequently flooded"
4_22_117_2,1724157,"Tangi silt loam, 3 to 8 percent slopes"
4_22_37_1,1605284,"Tangi silt loam, 3 to 8 percent slopes"
4_22_63_26,569754,Springfield silt loam
5_22_111_45,1725344,"Iuka-Dela complex, 0 to 1 percent slopes, frequently flooded"
5_22_127_60,1725979,"Sacul fine sandy loam, 5 to 20 percent slopes"
5_22_13_24,1724607,"Sawyer very fine sandy loam, 1 to 5 percent slopes"
5_22_13_6,1724568,"Beauregard silt loam, 1 to 3 percent slopes"
5_22_17_10,2805741,"Severn very fine sandy loam, 1 to 3 percent slopes, rarely flooded"
5_22_17_19,2805695,"Bistineau very fine sandy loam, 5 to 15 percent slopes"
5_22_31_20,1724536,"Guyton-Iulus complex, 0 to 1 percent slopes, frequently flooded"
5_22_49_39,1725248,"Bellwood silt loam, 5 to 15 percent slopes"
5_22_61_13,571116,"Darley gravelly fine sandy loam, 5 to 12 percent slopes"
5_22_81_26,1720681,"Ruston association, sloping"
1_28_149_50,568692,Gullied land
1_28_27_56,567631,Dowling clay (sharkey)
1_28_51_60,567947,"Alligator silty clay loam, occasionally flooded"
3_28_101_29,333327,Mantachie soils (bibb) (0 to 2 percent slopes)
3_28_101_64,333298,"Bibb fine sandy loam, 0 to 2 percent slopes, frequently flooded"
3_28_121_19,333844,"Tippo-Urban land complex, 0 to 2 percent slopes"
3_28_121_25,333872,"Oaklimeter-Gillsburg association, frequently flooded"
3_28_127_15,333984,"Savannah loam, 2 to 5 percent slopes, eroded"
3_28_61_63,332618,"Boswell fine sandy loam, 2 to 5 percent slopes"
3_28_69_42,332786,"Smithdale fine sandy loam, hilly, 8 to 35 percent slopes"
3_28_75_55,332886,"Kirkville-Bibb complex, frequently flooded"
3_28_75_7,332872,"Arundel-Sweatman-Smithdale association, hilly"
3_28_75_71,332870,"Arundel-Lauderdale association, hilly"
3_28_75_76,3260481,"Sweatman-Smithdale association, 12 to 40 percent slopes, moderately eroded"
4_28_109_11,333560,Smithton association occasionally flooded
4_28_109_20,333561,Smithton association frequently flooded
4_28_109_30,333527,"Arkabutla-Rosebloom association, frequently flooded"
4_28_109_37,333544,Malbis-Susquehanna-Saucier association sloping
4_28_153_18,2403456,"Smithdale fine sandy loam, 15 to 35 percent slopes"
4_28_153_51,2403456,"Smithdale fine sandy loam, 15 to 35 percent slopes"
4_28_31_14,332151,"Ochlockonee, Mantachie, and Iuka soils (jena, oaklimeter, and jena)"
4_28_35_24,332226,"McLaurin loamy sand, 2 to 5 percent slopes"
4_28_39_8,332273,"McLaurin fine sandy loam, 2 to 5 percent slopes"
4_28_45_13,332383,"Atmore silt loam, 0 to 2 percent slopes"
4_28_45_26,332385,Beauregard silt loam
4_28_45_33,332382,"Arkabutla-Rosebloom association, frequently flooded"
4_28_45_36,332388,"Escambia loam, 0 to 2 percent slopes"
4_28_45_54,332419,Smithton fine sandy loam
4_28_47_56,332442,"Poarch fine sandy loam, 2 to 5 percent slopes"
4_28_47_63,332458,Water
4_28_47_78,332448,"Ruston fine sandy loam, 8 to 12 percent slopes (smithdale)"
4_28_59_17,3121691,"Urbo-Mooreville-Una complex, 0 to 3 percent slopes, frequently flooded"
4_28_67_37,332728,"Savannah loam, 2 to 5 percent slopes"
4_28_67_42,332728,"Savannah loam, 2 to 5 percent slopes"
4_28_67_43,332738,"Susquehanna-Petal association, rolling"
4_28_67_71,332716,"Trebloc silt loam, 0 to 2 percent slopes, frequently flooded"
4_28_91_6,333114,"Cascilla-Chenneby association, frequently flooded"
4_28_91_8,333121,"Guyton silt loam, 0 to 1 percent slopes, frequently flooded"
5_28_113_1,333640,Falaya silt loam
5_28_113_25,333640,Falaya silt loam
5_28_113_27,333663,"Smithdale fine sandy loam, 12 to 17 percent slopes, moderately eroded"
5_28_113_28,333668,"Savannah silt loam, 2 to 5 percent slopes, eroded"
5_28_113_9,333673,Waverly silt loam
5_28_157_27,571065,"Natchez-Memphis silt loams, 15 to 60 percent slopes, severely eroded"
5_28_157_42,571065,"Natchez-Memphis silt loams, 15 to 60 percent slopes, severely eroded"
5_28_1_49,567411,Gullied land
1_37_101_12,113525,"Cowarts loamy sand, 2 to 6 percent slopes"
3_37_169_26,2388844,"Fairview-Poplar Forest complex, 8 to 15 percent slopes, moderately eroded"
3_37_25_15,2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded"
3_37_7_21,114529,"Mayodan fine sandy loam, 2 to 8 percent slopes"
4_37_115_25,1671324,"Buladean-Chestnut complex, basin, 50 to 95 percent slopes, stony"
4_37_115_41,1671385,"Evard-Cowee complex, basin, 30 to 50 percent slopes, stony"
4_37_115_43,1671404,"Mars hill-Walnut complex, 30 to 50 percent slopes, stony"
4_37_193_81,2389070,"Rhodhiss fine sandy loam, 25 to 60 percent slopes"
4_37_27_18,2679242,"Hayesville loam, 15 to 30 percent slopes"
4_37_99_37,547072,"Evard-Cowee complex, 30 to 50 percent slopes"
1_45_13_94,132447,Yonges loamy fine sand
1_45_29_110,132441,Water
1_45_53_61,132532,Bladen fine sandy loam
1_45_75_168,130880,"Dothan loamy sand, 0 to 2 percent slopes"
2_45_19_5,138313,Yonges loamy fine sand
2_45_25_120,131979,"Ailey sand, moderately wet, 2 to 6 percent slopes"
2_45_31_68,618792,"Chastain-Chewacla complex, 0 to 2 percent slopes,frequently flooded"
2_45_43_141,639581,"Eulonia loamy fine sand, 0 to 2 percent slopes"
2_45_55_55,130228,"Persanti sandy loam, 0 to 2 percent slopes"
3_45_21_45,132117,"Madison and Cecil sandy loams, 2 to 6 percent slopes, eroded"
3_45_45_52,132474,"Cecil-Urban land complex, 2 to 10 percent slopes"
3_45_59_18,130353,"Cataula sandy loam, 2 to 6 percent slopes, moderately eroded"
1_47_167_36,567352,"Memphis silt loam, 20 to 40 percent slopes, northern phase"
1_47_183_42,567387,"Smithdale-Loring complex, 15 to 35 percent slopes, eroded"
1_47_77_40,327691,Beechy silt loam (Bibb)
3_47_159_23,529808,"Barfield-Ashwood-Rock outcrop complex, 20 to 50 percent slopes"
3_47_15_18,524436,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_15_21,524452,"Mountview silt loam, 5 to 12 percent slopes"
3_47_37_41,523408,"Bodine gravelly silt loam, 5 to 20 percent slopes"
3_47_41_20,527044,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
3_47_55_48,527277,"Bodine cherty silt loam, 5 to 20 percent slopes"
4_47_115_39,526298,"Rock outcrop-Ramsey complex, 12 to 60 percent slopes"
4_47_137_13,2439175,"Lonewood-Clarkrange complex, 2 to 6 percent slopes"
4_47_141_26,2427408,"Hawthorne gravelly silt loam, 20 to 60 percent slopes"
4_47_141_29,2427487,"Muskingum sandy loam, 12 to 20 percent slopes"
4_47_175_10,2441618,"Ramsey-Lily-Rock outcrop complex, 20 to 50 percent slopes"
4_47_49_44,2439168,"Christian-Baxter complex, 5 to 20 percent slopes, eroded"
5_47_107_31,526166,"Fullerton gravelly silt loam, 5 to 12 percent slopes, eroded"
5_47_121_14,1421329,"Pailo gravelly silt loam, 25 to 60 percent slopes"
5_47_145_37,1475615,"Capshaw silt loam, 2 to 5 percent slopes"
5_47_9_41,553574,"Junaluska-Tsali complex, 30 to 95 percent slopes"
1_51_133_19,119774,Steep sandy land
1_51_193_5,120598,"Rumford soils, 15 to 50 percent slopes"
1_51_93_34,119314,"Slagle fine sandy loam, 0 to 2 percent slopes"
1_51_93_46,119314,"Slagle fine sandy loam, 0 to 2 percent slopes"
1_51_97_9,118549,"Suffolk sandy loam, 2 to 6 percent slopes"
1_51_99_26,120464,"Altavista fine sandy loam, 2 to 6 percent slopes"
2_51_141_26,2027580,"Cliffield-Evard complex, 25 to 45 percent slopes, very rocky"
2_51_143_13,119951,"Minnieville clay loam, 7 to 15 percent slopes, severely eroded"
2_51_143_38,119951,"Minnieville clay loam, 7 to 15 percent slopes, severely eroded"
2_51_143_49,119968,"Poplar Forest fine sandy loam, 15 to 25 percent slopes"
2_51_145_22,120185,"Pacolet fine sandy loam, 15 to 25 percent slopes"
2_51_19_17,135939,"Hayesville loam, 25 to 45 percent slopes, very stony"
2_51_19_77,135982,"Devotion fine sandy loam, 25 to 40 percent slopes"
2_51_19_86,135924,"Edneytown loam, 25 to 60 percent slopes, extremely stony"
2_51_37_64,118728,"Georgeville silty clay loam, 6 to 15 percent slopes, severely eroded"
2_51_67_30,581968,"Cullasaja-Tuckasegee complex, 15 to 25 percent slopes, very stony"
2_51_67_64,581949,"Clifford fine sandy loam, 15 to 25 percent slopes"
2_51_67_90,582045,"Trimont-Porters complex, 45 to 95 percent slopes, very stony"
3_51_109_90,119339,"Appling  sandy loam, 2 to 7 percent slopes, moderately eroded"
3_51_125_20,136848,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
3_51_125_27,137053,"Occoquan loam, 25 to 50 percent slopes"
3_51_157_38,517468,"Craigsville-Unison complex, 2 to 7 percent slopes, very stony"
3_51_179_7,120484,"Bibb fine sandy loam, 0 to 4 percent slopes"
3_51_3_102,516327,"Yadkin clay loam, 7 to 15 percent slopes"
3_51_3_66,516311,"Chester very stony loam, 25 to 45 percent slopes"
3_51_47_44,1726176,"Blocktown-Yellowbottom complex, 25 to 45 percent slopes"
3_51_59_9,2250350,"Glenelg silt loam, 15 to 25 percent slopes"
3_51_61_88,1895417,"Pigeonroost loam, 25 to 45 percent slopes, very stony"
3_51_9_26,136744,"Peaks-Rock outcrop complex, 55 to 75 percent slopes"
3_51_9_44,136686,"Clifford loam, 2 to 7 percent slopes"
3_51_9_49,136719,"Edneytown-Peaks complex, 35 to 55 percent slopes, extremely stony"
